call_sign,frequency_khz,hours,status,city,state,country,facility_id,power_kw,directional,latitude,longitude,licensee
WWHM,1290,Daytime,Licensed,UMTER,SC,US,43833,1.0,False,33.924056,-80.286472,"COMMUNITY BROADCASTERS, LLC"
KRGE,1290,Daytime,Licensed,WESLACO,TX,US,11081,5.0,False,26.210361,-97.909444,CHRISTIAN MINISTRIES OF THE VALLEY
KWFS,1290,Daytime,Licensed,ICHITA FALLS,TX,US,6639,5.0,False,33.960639,-98.562,"TOWNSQUARE LICENSE, LLC"
KIVY,1290,Daytime,Licensed,ROCKETT,TX,US,66253,2.5,False,31.30575,-95.451889,LEON HUNT
WDZY,1290,Daytime,Licensed,COLONIAL HEIGHTS,VA,US,21723,25.0,False,37.258472,-77.394139,RICHMOND CHRISTIAN RADIO CORPORATION
WZTI,1290,Daytime,Licensed,GREENFIELD,WI,US,63597,5.0,True,42.91975,-87.988139,"MILWAUKEE RADIO ALLIANCE, LLC"
WKLJ,1290,Daytime,Licensed,PARTA,WI,US,61681,5.0,False,43.968306,-90.859861,"SPARTA-TOMAH BROADCASTING CO., INC."
WVOW,1290,Daytime,Licensed,LOGAN,WV,US,38268,5.0,False,37.856222,-81.971778,LOGAN BROADCASTING CORPORATION
KOWB,1290,Daytime,Licensed,ARAMIE,WY,US,24700,5.0,True,41.283306,-105.581944,"TOWNSQUARE LICENSE, LLC"
CFRW,1290,Daytime,CP,INNIPEG,MB,CA,104494,10.0,True,49.799444,-97.275028,-
CJBK,1290,Daytime,CP,ONDON,ON,CA,104495,10.0,True,42.868917,-81.232639,-
CHRM,1290,Daytime,CP,ATANE,QC,CA,104498,10.0,True,48.824194,-67.573944,-
WOPP,1290,Nighttime,Licensed,OPP,AL,US,17829,0.5,True,31.291,-86.230778,"E & R BROADCASTING, INC."
WYEA,1290,Nighttime,Licensed,YLACAUGA,AL,US,70638,0.05,False,33.195556,-86.233889,"MARBLE CITY MEDIA, LLC"
WBTG,1290,Nighttime,Licensed,HEFFIELD,AL,US,60607,0.079,False,34.77425,-87.670583,"SLATTON & ASSOCIATES BROADCASTERS, INC."
KUOA,1290,Nighttime,Licensed,SILOAM SPRINGS,AR,US,35729,0.031,False,36.191194,-94.566333,"MAXX MEDIA RADIO, LLC"
KDMS,1290,Nighttime,Licensed,L DORADO,AR,US,19089,0.12,False,33.237361,-92.665167,NOALMARK BROADCASTING CORPORATION
KCUB,1290,Nighttime,Licensed,TUCSON,AZ,US,56051,1.0,False,32.277028,-110.981194,"RADIO LICENSE HOLDING CBC, LLC"
KZSB,1290,Nighttime,Licensed,SANTA BARBARA,CA,US,57731,0.114,False,34.418889,-119.687083,"LAZER LICENSES, LLC"
KAZA,1290,Nighttime,Licensed,ILROY,CA,US,54572,0.019,False,36.963556,-121.4905,"INTELLI, LLC"
KPAY,1290,Nighttime,Licensed,HICO,CA,US,22975,5.0,True,39.710444,-121.788861,"DEER CREEK BROADCASTING, LLC"
KKDD,1290,Nighttime,Licensed,SAN BERNARDINO,CA,US,10134,5.0,True,34.124167,-117.238083,"RELEVANT RADIO, INC."
WNWW,1290,Nighttime,Licensed,WEST HARTFORD,CT,US,25073,0.011,False,41.796778,-72.79675,UNIVERSITY OF NORTHWESTERN-ST.PAUL
WWTX,1290,Nighttime,Licensed,WILMINGTON,DE,US,14373,0.032,False,39.734278,-75.528528,"IHM LICENSES, LLC"
WPCF,1290,Nighttime,Licensed,PANAMA CITY BEACH,FL,US,13012,0.055,False,30.179083,-85.781889,"FAITH RADIO NETWORK, INC."
WJNO,1290,Nighttime,Licensed,WEST PALM BEACH,FL,US,1917,4.9,True,26.764222,-80.2045,"IHM LICENSES, LLC"
WTKS,1290,Nighttime,Licensed,SAVANNAH,GA,US,8589,5.0,True,32.089361,-81.145944,"IHM LICENSES, LLC"
WCHK,1290,Nighttime,Licensed,ANTON,GA,US,10694,0.5,True,34.252306,-84.463528,"DAVIS BROADCASTING OF ATLANTA, L.L.C."
KOUU,1290,Nighttime,Licensed,OCATELLO,ID,US,28255,0.024,False,42.957694,-112.43025,IDAHO WIRELESS CORPORATION
WIRL,1290,Nighttime,Licensed,EORIA,IL,US,13040,5.0,True,40.623361,-89.590944,"MIDWEST COMMUNICATIONS, INC."
KMMM,1290,Nighttime,Licensed,RATT,KS,US,37126,0.5,True,37.642806,-98.677861,MY TOWN MEDIA INC
WCBL,1290,Nighttime,Licensed,BENTON,KY,US,53943,0.053,False,36.858667,-88.336417,"FREELAND BROADCASTING CO., INC."
WKLB,1290,Nighttime,Licensed,MANCHESTER,KY,US,3964,0.034,False,37.137583,-83.780472,"WORD BROADCASTING NETWORK, INC."
WLBY,1290,Nighttime,Licensed,ALINE,MI,US,41081,0.026,True,42.20475,-83.788556,CUMULUS LICENSING LLC
WNIL,1290,Nighttime,Licensed,ILES,MI,US,48912,0.044,False,41.822833,-86.284167,MAARION WILLIAMS
KBMO,1290,Nighttime,Licensed,BENSON,MN,US,54253,0.024,False,45.318306,-95.563639,LAKELAND MEDIA LLC
KALM,1290,Nighttime,Licensed,THAYER,MO,US,51106,0.056,False,36.556444,-91.551528,"E-COMMUNICATIONS, LLC"
WJBI,1290,Nighttime,Licensed,BATESVILLE,MS,US,4050,0.091,False,34.303722,-89.983139,J. BOYD INGRAM AND CAROL B. INGRAM
KGVO,1290,Nighttime,Licensed,ISSOULA,MT,US,71751,5.0,True,46.829639,-114.080111,"TOWNSQUARE LICENSE, LLC"
WHKY,1290,Nighttime,Licensed,HICKORY,NC,US,65918,1.0,True,35.726528,-81.300361,WHKY LLC
WJCV,1290,Nighttime,Licensed,ACKSONVILLE,NC,US,8183,0.047,False,34.766278,-77.390806,DOWN EAST BROADCASTING CO INC.
WXKL,1290,Nighttime,Licensed,ANFORD,NC,US,72127,0.04,False,35.450444,-79.158083,"MACADELL & ASSOCIATES, INC."
KOIL,1290,Nighttime,Licensed,MAHA,NE,US,542,5.0,True,41.188889,-96.006139,"NRG LICENSE SUB, LLC"
WKBK,1290,Nighttime,Licensed,KEENE,NH,US,36833,5.0,True,42.946194,-72.308694,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC"
WNBF,1290,Nighttime,Licensed,INGHAMTON,NY,US,72372,5.0,True,42.058139,-75.953806,"TOWNSQUARE LICENSE, LLC"
WLYV,1290,Nighttime,Licensed,ELLAIRE,OH,US,3038,0.033,False,40.035917,-80.770917,"OHIO MIDLAND NEWSGROUP, LLC"
WHIO,1290,Nighttime,Licensed,DAYTON,OH,US,14244,5.0,True,39.678944,-84.130222,"CMG RADIO OPERATING COMPANY, LLC"
KUMA,1290,Nighttime,Licensed,ENDLETON,OR,US,57756,5.0,True,45.673472,-118.74775,"EMG2, LLC"
WFBG,1290,Nighttime,CP,ALTOONA,PA,US,38269,0.018,False,40.456389,-78.396944,"SOUTHERN BELLE MEDIA FAMILY, LLC"
WFBG,1290,Nighttime,Licensed,ALTOONA,PA,US,38269,1.0,True,40.455639,-78.396944,"SOUTHERN BELLE MEDIA FAMILY, LLC"
WPVD,1290,Nighttime,Licensed,PROVIDENCE,RI,US,48308,0.016,False,41.856361,-71.445056,OCEAN STATE MEDIA GROUP
WWHM,1290,Nighttime,Licensed,UMTER,SC,US,43833,0.012,False,33.924056,-80.286472,"COMMUNITY BROADCASTERS, LLC"
KRGE,1290,Nighttime,Licensed,WESLACO,TX,US,11081,5.0,True,26.210361,-97.909444,CHRISTIAN MINISTRIES OF THE VALLEY
KWFS,1290,Nighttime,Licensed,ICHITA FALLS,TX,US,6639,0.073,False,33.960639,-98.562,"TOWNSQUARE LICENSE, LLC"
KIVY,1290,Nighttime,Licensed,ROCKETT,TX,US,66253,0.175,False,31.30575,-95.451889,LEON HUNT
WDZY,1290,Nighttime,Licensed,COLONIAL HEIGHTS,VA,US,21723,0.041,False,37.258472,-77.394139,RICHMOND CHRISTIAN RADIO CORPORATION
WZTI,1290,Nighttime,Licensed,GREENFIELD,WI,US,63597,5.0,True,42.91975,-87.988139,"MILWAUKEE RADIO ALLIANCE, LLC"
WKLJ,1290,Nighttime,Licensed,PARTA,WI,US,61681,0.059,False,43.968306,-90.859861,"SPARTA-TOMAH BROADCASTING CO., INC."
WVOW,1290,Nighttime,Licensed,LOGAN,WV,US,38268,1.0,True,37.856222,-81.971778,LOGAN BROADCASTING CORPORATION
KOWB,1290,Nighttime,Licensed,ARAMIE,WY,US,24700,1.0,True,41.283306,-105.581944,"TOWNSQUARE LICENSE, LLC"
CFRW,1290,Nighttime,CP,INNIPEG,MB,CA,104494,10.0,True,49.799444,-97.275028,-
CJBK,1290,Nighttime,CP,ONDON,ON,CA,104495,10.0,True,42.868917,-81.232639,-
CHRM,1290,Nighttime,CP,ATANE,QC,CA,104498,10.0,True,48.824194,-67.573944,-
WFFG,1300,Unlimited,Licensed,MARATHON,FL,US,65664,2.5,True,24.691528,-81.108139,"MAGNUM BROADCASTING, INC."
WJMO,1300,Unlimited,Licensed,CLEVELAND,OH,US,41389,5.0,True,41.341167,-81.741528,"BLUE CHIP BROADCASTING LICENSES, LTD"
CBAF,1300,Unlimited,CP,ONCTON,NB,CA,104644,5.0,True,46.065889,-64.714361,-
WTLS,1300,Daytime,Licensed,ALLASSEE,AL,US,48011,1.2,False,32.510972,-85.892472,MICHAEL BUTLER BROADCASTING. LLC
WBSA,1300,Daytime,Licensed,BOAZ,AL,US,71098,1.0,False,34.213972,-86.15275,"WATKINS BROADCASTING, INC."
KROP,1300,Daytime,CP,BRAWLEY,CA,US,63470,1.0,False,33.115611,-115.5135,"THE VOICE OF INTERNATIONAL CHRISTIAN EVANGELISM, INC."
KWRU,1300,Daytime,Licensed,RESNO,CA,US,65774,5.0,False,36.7705,-119.750972,"PUNJABI AMERICAN MEDIA, LLC"
KPMO,1300,Daytime,Licensed,MENDOCINO,CA,US,31596,5.0,False,39.342389,-123.781944,SOUTHERN OREGON UNIVERSITY
KAZN,1300,Daytime,Licensed,ASADENA,CA,US,51426,23.0,True,34.118889,-118.082556,"MULTICULTURAL RADIO BROADCASTING LICENSEE, LLC"
KCSF,1300,Daytime,Licensed,COLORADO SPRINGS,CO,US,62039,5.0,False,38.812778,-104.814694,"RADIO LICENSE HOLDING CBC, LLC"
WAVZ,1300,Daytime,Licensed,NEW HAVEN,CT,US,11920,1.0,False,41.287861,-72.946222,"IHM LICENSES, LLC"
WQBN,1300,Daytime,Licensed,EMPLE TERRACE,FL,US,74155,5.0,True,27.947806,-82.395639,CRISBETO ENTERPRISES CORP.
WKQK,1300,Daytime,Application,MELBOURNE BEACH,FL,US,55005,2.5,False,28.057639,-80.636417,"FIRST BAPTIST CHURCH, INC."
WKQK,1300,Daytime,Licensed,COCOA BEACH,FL,US,55005,5.0,True,28.344167,-80.768111,"FIRST BAPTIST CHURCH, INC."
WMTM,1300,Daytime,Licensed,OULTRIE,GA,US,12382,5.0,False,31.170194,-83.747111,"COLQUITT BROADCASTING COMPANY, LLC"
WJBB,1300,Daytime,Licensed,INDER,GA,US,63385,0.65,False,33.927889,-83.726833,BARROW RADIO BROADCASTING LLC
WNEA,1300,Daytime,Licensed,EWNAN,GA,US,73317,1.0,False,33.375389,-84.7855,"WORD CHRISTIAN BROADCASTING, INC."
KGLO,1300,Daytime,Licensed,MASON CITY,IA,US,30114,5.0,True,43.053583,-93.204917,ALPHA 3E LICENSEE LLC
KLER,1300,Daytime,Licensed,ROFINO,ID,US,9886,5.0,False,46.477972,-116.24375,"CENTRAL IDAHO BROADCASTING, INC."
WFRX,1300,Daytime,Licensed,EST FRANKFORT,IL,US,53979,1.0,False,37.8845,-88.928944,"WITHERS BROADCASTING OF SOUTHERN ILLINOIS, LLC"
WRDZ,1300,Daytime,Licensed,LA GRANGE,IL,US,28309,4.5,True,41.67475,-87.762556,"POLNET COMMUNICATIONS, LTD."
WBZQ,1300,Daytime,Licensed,UNTINGTON,IN,US,72788,0.5,True,40.875333,-85.474139,FIFTY SEVEN MEDIA LLC
WLXG,1300,Daytime,Licensed,LEXINGTON,KY,US,36114,2.5,False,38.097306,-84.529111,"L.M. COMMUNICATIONS, INC."
KSYB,1300,Daytime,Licensed,SHREVEPORT,LA,US,49016,5.0,False,32.530139,-93.804611,"AMISTAD COMMUNICATIONS, INC."
WJDA,1300,Daytime,Licensed,UINCY,MA,US,61159,1.0,False,42.259833,-70.976167,"REAL MEDIA GROUP, LLC"
WJZ,1300,Daytime,Licensed,ALTIMORE,MD,US,28636,5.0,True,39.333444,-76.769972,"AUDACY LICENSE, LLC"
WOOD,1300,Daytime,Licensed,GRAND RAPIDS,MI,US,73604,20.0,True,42.756139,-85.656694,"IHM LICENSES, LLC"
WQPM,1300,Daytime,Licensed,RINCETON,MN,US,59618,1.0,False,45.55275,-93.581917,MILESTONE RADIO LLC
KPMI,1300,Daytime,Licensed,EMIDJI,MN,US,160495,2.5,False,47.442167,-94.866111,"PASKVAN MEDIA, INC."
KMMO,1300,Daytime,Licensed,ARSHALL,MO,US,43228,1.0,False,39.134194,-93.222139,"MISSOURI VALLEY BROADCASTING, INC."
WOAD,1300,Daytime,Licensed,JACKSON,MS,US,50404,3.6,False,32.386806,-90.163139,ALPHA MEDIA LICENSEE LLC
WLNC,1300,Daytime,Licensed,AURINBURG,NC,US,22191,0.5,False,34.7835,-79.439222,"SCOTLAND BROADCASTING COMPANY, INC."
WSSG,1300,Daytime,Licensed,OLDSBORO,NC,US,14390,1.0,False,35.402389,-78.021944,"EASTERN AIRWAVES, LLC"
WSYD,1300,Daytime,Licensed,OUNT AIRY,NC,US,64066,5.0,False,36.503472,-80.592833,"GRANITE CITY BROADCASTING, INC."
KBRL,1300,Daytime,Licensed,MCCOOK,NE,US,57516,5.0,True,40.191944,-100.652083,"ARMADA MEDIA - MCCOOK, INC."
WPNH,1300,Daytime,Licensed,LYMOUTH,NH,US,52128,5.0,False,43.775639,-71.705083,NORTHEAST COMMUNICATIONS CORPORATION
WIMG,1300,Daytime,Licensed,EWING,NJ,US,14635,3.2,True,40.287889,-74.872667,"MORRIS BROADCASTING COMPANY OF NEW JERSEY, INC."
KCMY,1300,Daytime,Licensed,CARSON CITY,NV,US,40801,5.0,False,39.166028,-119.726833,"EVANS BROADCASTING COMPANY, INC."
WOSW,1300,Daytime,Licensed,FULTON,NY,US,52370,1.0,False,43.294778,-76.442722,"FOXFUR COMMUNICATIONS, LLC"
WGDJ,1300,Daytime,Licensed,ENSSELAER,NY,US,40768,10.0,True,42.589806,-73.743167,"CAPITAL BROADCASTING, INC."
WXRL,1300,Daytime,Licensed,ANCASTER,NY,US,17068,5.0,True,42.882556,-78.631139,"DOME BROADCASTING, INC."
KAKC,1300,Daytime,Licensed,TULSA,OK,US,11939,5.0,True,35.994556,-95.857778,"IHM LICENSES, LLC"
KDSO,1300,Daytime,Licensed,PHOENIX,OR,US,17468,5.0,False,42.295417,-122.805306,"THEDOVE MEDIA, INC."
KTDS,1300,Daytime,Licensed,THE DALLES,OR,US,49857,1.0,False,45.581083,-121.132667,"BICOASTAL MEDIA LICENSES IV, LLC"
WWCH,1300,Daytime,Licensed,CLARION,PA,US,11662,0.85,False,41.199222,-79.356722,"SOUTHERN BELLE, LLC"
WLMZ,1300,Daytime,Licensed,EST HAZLETON,PA,US,22667,5.0,True,40.940639,-76.001583,"AUDACY LICENSE, LLC"
WOSO,1300,Daytime,Licensed,MAYAGUEZ,PR,US,40780,5.0,True,18.152761,-67.151861,"NOTIRADIO BROADCASTING, LLC"
WCKI,1300,Daytime,Licensed,GREER,SC,US,60503,1.0,False,34.927611,-82.2615,"MEDIATRIX SC, INC."
KOLY,1300,Daytime,Licensed,OBRIDGE,SD,US,43330,5.0,False,45.535278,-100.34625,JAMES RIVER BROADCASTING COMPANY
WMTN,1300,Daytime,Licensed,ORRISTOWN,TN,US,22338,5.0,False,36.207028,-83.332944,RADIO ACQUISITION CORP.
WNQM,1300,Daytime,Licensed,ASHVILLE,TN,US,73349,50.0,False,36.208389,-86.893889,WNQM. INC.
KHTW,1300,Daytime,Licensed,LUMBERTON,TX,US,31108,1.7,False,30.233056,-94.211528,"DARBY VENTURES, LLC"
KKUB,1300,Daytime,Licensed,BROWNFIELD,TX,US,7331,1.0,False,33.180361,-102.247389,LA PROMESA FOUNDATION
KLAR,1300,Daytime,Licensed,LAREDO,TX,US,14656,1.0,False,27.529472,-99.521167,"FAITH AND POWER COMMUNICATIONS, INC."
KVET,1300,Daytime,Licensed,USTIN,TX,US,35850,5.0,True,30.375194,-97.716389,"IHM LICENSES, LLC"
WKCY,1300,Daytime,Licensed,HARRISONBURG,VA,US,41815,6.4,False,38.464,-78.806694,"IHM LICENSES, LLC"
KKOL,1300,Daytime,Licensed,SEATTLE,WA,US,20355,35.0,True,47.655083,-122.519583,"INSPIRATION MEDIA, INC."
WPDX,1300,Daytime,Licensed,MORGANTOWN,WV,US,,2.5,False,39.627861,-79.9695,AJG CORPORATION
WJYP,1300,Daytime,Licensed,T. ALBANS,WV,US,73176,1.0,False,38.395361,-81.849861,"WKLC, INC."
NEW,1300,Daytime,CP,ONOKA,AB,CA,104642,1.0,True,52.666722,-113.667667,-
CJME,1300,Daytime,CP,EGINA,SK,CA,104646,10.0,True,50.398389,-104.546083,-
XECSEB,1300,Daytime,CP,UNKNOWN,XX,US,204359,10.0,False,18.604444,-90.731944,-
WBSA,1300,Nighttime,Licensed,BOAZ,AL,US,71098,0.037,False,34.213972,-86.15275,"WATKINS BROADCASTING, INC."
WTLS,1300,Nighttime,Licensed,ALLASSEE,AL,US,48011,0.018,False,32.510972,-85.892472,MICHAEL BUTLER BROADCASTING. LLC
KROP,1300,Nighttime,CP,BRAWLEY,CA,US,63470,475.0,False,33.115611,-115.5135,"THE VOICE OF INTERNATIONAL CHRISTIAN EVANGELISM, INC."
KWRU,1300,Nighttime,Licensed,RESNO,CA,US,65774,1.0,True,36.7705,-119.750972,"PUNJABI AMERICAN MEDIA, LLC"
KROP,1300,Nighttime,Licensed,BRAWLEY,CA,US,63470,0.5,False,33.011167,-115.521944,"THE VOICE OF INTERNATIONAL CHRISTIAN EVANGELISM, INC."
KROP,1300,Nighttime,Application,BRAWLEY,CA,US,63470,0.475,False,33.115611,-115.5135,"THE VOICE OF INTERNATIONAL CHRISTIAN EVANGELISM, INC."
KPMO,1300,Nighttime,Licensed,MENDOCINO,CA,US,31596,0.077,False,39.342389,-123.781944,SOUTHERN OREGON UNIVERSITY
KAZN,1300,Nighttime,Licensed,ASADENA,CA,US,51426,4.2,True,34.118889,-118.082556,"MULTICULTURAL RADIO BROADCASTING LICENSEE, LLC"
KCSF,1300,Nighttime,Licensed,COLORADO SPRINGS,CO,US,62039,1.0,False,38.812778,-104.814694,"RADIO LICENSE HOLDING CBC, LLC"
WAVZ,1300,Nighttime,Licensed,NEW HAVEN,CT,US,11920,1.0,True,41.287861,-72.946222,"IHM LICENSES, LLC"
WQBN,1300,Nighttime,Licensed,EMPLE TERRACE,FL,US,74155,0.16,False,27.947806,-82.395639,CRISBETO ENTERPRISES CORP.
WKQK,1300,Nighttime,Application,MELBOURNE BEACH,FL,US,55005,0.32,False,28.057639,-80.636417,"FIRST BAPTIST CHURCH, INC."
WKQK,1300,Nighttime,Licensed,COCOA BEACH,FL,US,55005,1.0,True,28.344167,-80.768111,"FIRST BAPTIST CHURCH, INC."
WMTM,1300,Nighttime,Licensed,OULTRIE,GA,US,12382,0.06,False,31.170194,-83.747111,"COLQUITT BROADCASTING COMPANY, LLC"
WJBB,1300,Nighttime,Licensed,INDER,GA,US,63385,0.05,False,33.927889,-83.726833,BARROW RADIO BROADCASTING LLC
WNEA,1300,Nighttime,Licensed,EWNAN,GA,US,73317,0.05,False,33.375389,-84.7855,"WORD CHRISTIAN BROADCASTING, INC."
KGLO,1300,Nighttime,Licensed,MASON CITY,IA,US,30114,5.0,True,43.053583,-93.204917,ALPHA 3E LICENSEE LLC
KLER,1300,Nighttime,Licensed,ROFINO,ID,US,9886,1.0,True,46.477972,-116.24375,"CENTRAL IDAHO BROADCASTING, INC."
WFRX,1300,Nighttime,Licensed,EST FRANKFORT,IL,US,53979,0.06,False,37.8845,-88.928944,"WITHERS BROADCASTING OF SOUTHERN ILLINOIS, LLC"
WRDZ,1300,Nighttime,Licensed,LA GRANGE,IL,US,28309,4.0,True,41.67475,-87.762556,"POLNET COMMUNICATIONS, LTD."
WBZQ,1300,Nighttime,Licensed,UNTINGTON,IN,US,72788,0.019,True,40.875333,-85.474139,FIFTY SEVEN MEDIA LLC
WLXG,1300,Nighttime,Licensed,LEXINGTON,KY,US,36114,1.0,True,38.097306,-84.529111,"L.M. COMMUNICATIONS, INC."
KSYB,1300,Nighttime,Licensed,SHREVEPORT,LA,US,49016,0.03,False,32.530139,-93.804611,"AMISTAD COMMUNICATIONS, INC."
WJDA,1300,Nighttime,Licensed,UINCY,MA,US,61159,0.072,False,42.259833,-70.976167,"REAL MEDIA GROUP, LLC"
WJZ,1300,Nighttime,Licensed,ALTIMORE,MD,US,28636,5.0,True,39.333444,-76.769972,"AUDACY LICENSE, LLC"
WOOD,1300,Nighttime,Licensed,GRAND RAPIDS,MI,US,73604,20.0,True,42.756139,-85.656694,"IHM LICENSES, LLC"
WQPM,1300,Nighttime,Licensed,RINCETON,MN,US,59618,83.0,False,45.55275,-93.581917,MILESTONE RADIO LLC
KPMI,1300,Nighttime,Licensed,EMIDJI,MN,US,160495,0.6,True,47.442167,-94.866111,"PASKVAN MEDIA, INC."
KMMO,1300,Nighttime,Licensed,ARSHALL,MO,US,43228,0.068,False,39.134194,-93.222139,"MISSOURI VALLEY BROADCASTING, INC."
WOAD,1300,Nighttime,Licensed,JACKSON,MS,US,50404,0.73,False,32.386806,-90.163139,ALPHA MEDIA LICENSEE LLC
WLNC,1300,Nighttime,Licensed,AURINBURG,NC,US,22191,0.074,False,34.7835,-79.439222,"SCOTLAND BROADCASTING COMPANY, INC."
WSSG,1300,Nighttime,Licensed,OLDSBORO,NC,US,14390,0.049,False,35.402389,-78.021944,"EASTERN AIRWAVES, LLC"
WSYD,1300,Nighttime,Licensed,OUNT AIRY,NC,US,64066,1.0,True,36.503472,-80.592833,"GRANITE CITY BROADCASTING, INC."
KBRL,1300,Nighttime,Licensed,MCCOOK,NE,US,57516,0.136,True,40.191944,-100.652083,"ARMADA MEDIA - MCCOOK, INC."
WPNH,1300,Nighttime,Licensed,LYMOUTH,NH,US,52128,0.082,False,43.775639,-71.705083,NORTHEAST COMMUNICATIONS CORPORATION
WIMG,1300,Nighttime,Licensed,EWING,NJ,US,14635,1.3,True,40.287889,-74.872667,"MORRIS BROADCASTING COMPANY OF NEW JERSEY, INC."
KCMY,1300,Nighttime,Licensed,CARSON CITY,NV,US,40801,0.12,False,39.166028,-119.726833,"EVANS BROADCASTING COMPANY, INC."
WOSW,1300,Nighttime,Licensed,FULTON,NY,US,52370,0.04,False,43.294778,-76.442722,"FOXFUR COMMUNICATIONS, LLC"
WGDJ,1300,Nighttime,Licensed,ENSSELAER,NY,US,40768,8.0,True,42.589806,-73.743167,"CAPITAL BROADCASTING, INC."
WXRL,1300,Nighttime,Licensed,ANCASTER,NY,US,17068,2.5,True,42.882556,-78.631139,"DOME BROADCASTING, INC."
KAKC,1300,Nighttime,Licensed,TULSA,OK,US,11939,1.0,True,35.994556,-95.857778,"IHM LICENSES, LLC"
KDSO,1300,Nighttime,Licensed,PHOENIX,OR,US,17468,5.0,True,42.295417,-122.805306,"THEDOVE MEDIA, INC."
KTDS,1300,Nighttime,Licensed,THE DALLES,OR,US,49857,13.0,False,45.581083,-121.132667,"BICOASTAL MEDIA LICENSES IV, LLC"
WLMZ,1300,Nighttime,Licensed,EST HAZLETON,PA,US,22667,0.5,True,40.940639,-76.001583,"AUDACY LICENSE, LLC"
WWCH,1300,Nighttime,Licensed,CLARION,PA,US,11662,0.028,False,41.199222,-79.356722,"SOUTHERN BELLE, LLC"
WOSO,1300,Nighttime,Licensed,MAYAGUEZ,PR,US,40780,0.8,True,18.152761,-67.151861,"NOTIRADIO BROADCASTING, LLC"
WCKI,1300,Nighttime,Licensed,GREER,SC,US,60503,0.094,False,34.927611,-82.2615,"MEDIATRIX SC, INC."
KOLY,1300,Nighttime,Licensed,OBRIDGE,SD,US,43330,0.111,False,45.535278,-100.34625,JAMES RIVER BROADCASTING COMPANY
WMTN,1300,Nighttime,Licensed,ORRISTOWN,TN,US,22338,0.096,False,36.207028,-83.332944,RADIO ACQUISITION CORP.
WNQM,1300,Nighttime,Licensed,ASHVILLE,TN,US,73349,5.0,True,36.208389,-86.893889,WNQM. INC.
KHTW,1300,Nighttime,Licensed,LUMBERTON,TX,US,31108,2.0,False,30.233056,-94.211528,"DARBY VENTURES, LLC"
KKUB,1300,Nighttime,Licensed,BROWNFIELD,TX,US,7331,0.12,False,33.180361,-102.247389,LA PROMESA FOUNDATION
KLAR,1300,Nighttime,Licensed,LAREDO,TX,US,14656,0.08,False,27.529472,-99.521167,"FAITH AND POWER COMMUNICATIONS, INC."
KVET,1300,Nighttime,Licensed,USTIN,TX,US,35850,1.0,True,30.375194,-97.716389,"IHM LICENSES, LLC"
WKCY,1300,Nighttime,Licensed,HARRISONBURG,VA,US,41815,0.005,False,38.464,-78.806694,"IHM LICENSES, LLC"
KKOL,1300,Nighttime,Licensed,SEATTLE,WA,US,20355,3.2,True,47.655083,-122.519583,"INSPIRATION MEDIA, INC."
WPDX,1300,Nighttime,Licensed,MORGANTOWN,WV,US,,0.044,False,39.627861,-79.9695,AJG CORPORATION
WJYP,1300,Nighttime,Licensed,T. ALBANS,WV,US,73176,0.049,False,38.395361,-81.849861,"WKLC, INC."
NEW,1300,Nighttime,CP,ONOKA,AB,CA,104642,1.0,True,52.666722,-113.667667,-
CJME,1300,Nighttime,CP,EGINA,SK,CA,104646,10.0,True,50.398389,-104.546083,-
WJUS,1310,Daytime,Licensed,ARION,AL,US,57472,5.0,False,32.635972,-87.302222,GRACE BAPTIST TEMPLE CHURCH
WAFN,1310,Daytime,Licensed,OMERVILLE,AL,US,290,1.0,False,34.540361,-86.904167,"FUN MEDIA GROUP OF NORTH ALABAMA, LLC"
WHEP,1310,Daytime,Licensed,OLEY,AL,US,63429,2.5,False,30.444083,-87.681083,"STEWART BROADCASTING COMPANY, INC."
KZYP,1310,Daytime,Licensed,MALVERN,AR,US,39750,1.0,False,34.373694,-92.830167,"HIGH PLAINS RADIO NETWORK, LLC, DEBTOR IN POSSESSION"
KIHP,1310,Daytime,Licensed,MESA,AZ,US,19468,3.4,False,33.362,-111.968194,"RELEVANT RADIO, INC."
KKZI,1310,Daytime,Licensed,BARSTOW,CA,US,60423,5.0,True,34.914417,-117.018361,JEFF CHANG
KKZI,1310,Daytime,CP,BARSTOW,CA,US,60423,1.0,False,34.914139,-117.018639,JEFF CHANG
KMKY,1310,Daytime,CP,OAKLAND,CA,US,,8.0,True,37.817139,-122.287194,RADIO PUNJAB AM 1310 INC.
KMKY,1310,Daytime,Licensed,OAKLAND,CA,US,,5.0,True,37.824083,-122.320528,RADIO PUNJAB AM 1310 INC.
KFKA,1310,Daytime,Licensed,GREELEY,CO,US,71443,5.0,False,40.365528,-104.73275,"MUSIC VENTURES, LLC, DBA BROADCAST MEDIA LLC"
WICH,1310,Daytime,Licensed,ORWICH,CT,US,72347,5.0,True,41.552889,-72.075639,"HALL COMMUNICATIONS, INC."
WYND,1310,Daytime,Licensed,DELAND,FL,US,7741,10.4,False,28.999417,-81.298111,PROCLAIM MEDIA GROUP LLC
WAUC,1310,Daytime,Licensed,WAUCHULA,FL,US,40387,5.0,True,27.530306,-81.818694,"MARVINA ENTERPRISES, INC."
WPCH,1310,Daytime,Licensed,WEST POINT,GA,US,54864,1.0,False,32.896806,-85.156611,"IHM LICENSES, LLC"
